"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Yescarta","Axicabtagene ciloleucel","Follicular lymphoma (FL), 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","NT-radet 'avvakta' (hold) notice pending TLV health-economic assessment","On hold / decision pending","Not Evaluated","Not Applicable","N/A",2025,"2025-08-26 00:00:00","Other / mixed comparator","Not yet finalised","Not specified / unclear","Administrative/procedural","~706,832 SEK/QALY (TLV indicative figure ahead of NT-radet's final opinion; not yet a confirmed final value)","Awaiting TLV's scheduled health-economic assessment","NT-radet recommends regions hold off on use of Yescarta for FL until NT-radet can issue a combined assessment; TLV's health-economic assessment was scheduled for 2026-05-20 with a reported indicative ICER of approx. 706,832 SEK/QALY","Original 'avvakta' notice issued 2023-05-25, updated 2025-08-26. No final NT-radet recommendation for FL had been confirmed as of the latest available source document.","Source: 'Avvakta Yescarta vid follikulart lymfom 2023-05-25 uppdaterad 2025-08-26'.","Primary xlsx database",58,FALSE,FALSE,,,"unquantified in source - confidential tiered flat discount","Cell therapy",0,,2025-08-26,2018-08-23,7.00889801505818,"ok"
"Yescarta","Axicabtagene ciloleucel","Follicular lymphoma (FL), 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Denmark","Other / unclassified process","Not Evaluated","No Danish FL-specific assessment identified in available sources","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed",,"Not specified / unclear","Administrative/procedural + Comparator/positioning issue",,,,"No HTA assessment identified in available source documents for this indication/country combination",,"Primary xlsx database",58,FALSE,FALSE,,,,"Cell therapy",0,,,2018-08-23,,"missing"
"Yescarta","Axicabtagene ciloleucel","Follicular lymphoma (FL), 3rd line or later","Kite Pharma EU B.V.","Kite (Gilead)","Cell therapy (CAR-T)","Oncology (hematologic)","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Metodevarsel + company request to change mandate; Beslutningsforum decision scheduled","Decision pending - scheduled, outcome not confirmed in available sources","Not Evaluated","Not Applicable","N/A",2025,"2025-11-17 00:00:00","Other / mixed comparator","Not detailed in extracted text","Not specified / unclear","Administrative/procedural + Comparator/positioning issue + Price / cost-effectiveness","Not available - see uncertainty note","The dedicated Norwegian STA assessment report for this indication is a scanned/image-only PDF and could not be text-extracted in this review","3rd-line-and-later relapsed/refractory follicular lymphoma","Price note states: 'Dersom axi-cel blir besluttet innfort av Beslutningsforum 17.11.2025 kan legemiddelet tas i bruk fra...'. The actual outcome of that 17.11.2025 Beslutningsforum decision is not present in the available source documents (price note pre-dates the decision).","Sources: id2021_114-axicabtagene-ciloleucel-yescarta-til-behandling-av-fl-metodevarsel; id2021_114_yescarta_4l_fl_prisnotat_offentlig.","Primary xlsx database",58,FALSE,FALSE,,,,"Cell therapy",0,,2025-11-17,2018-08-23,7.23613963039014,"ok"
"Strensiq","Asfotase alfa","Hypophosphatasia (HPP)","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Enzyme replacement therapy","Musculoskeletal/Metabolic","Ultra-severe (immediately life-threatening)","Sweden","Other / unclassified process","TLV beslut (begränsad subvention)","Reimbursed with restriction","Restricted Positive","Restricted","N/A",2026,"2026-02-19","Best supportive care / no active treatment","Best supportive care / symptomatic management","Not specified / unclear","Not specified","Not disclosed (confidential side agreement reduces cost; TLV underlag dnr 3929/2024 references sidoöverenskommelse)","Long-term efficacy/safety data in adults; comparative effectiveness evidence base","Restricted to patients with perinatal/infantile-onset HPP and early juvenile-onset HPP with severe disease including respiratory impairment requiring ventilatory support","TLV diarienummer 3929/2024. Subvention effective 1 March 2026. Broader/partial-phenotype use beyond the restriction was not granted.","Verified against TLV beslut bes260219_strensiq_3929-2024.pdf and TLV press release 2026-02-24; cross-checked via tlv.se 2026-06-22.","Primary xlsx database",59,TRUE,TRUE,,,"not disclosed - confidential sidoöverenskommelse (side agreement) reduces effective cost below list price; TLV beslut dnr 3929/2024 (2026-02-19)","Enzyme replacement therapy",1,,2026-02-19,2015-08-28,10.4804928131417,"long (>10 years)"
"Strensiq","Asfotase alfa","Hypophosphatasia (HPP)","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Enzyme replacement therapy","Musculoskeletal/Metabolic","Ultra-severe (immediately life-threatening)","Denmark","Full / standard HTA","No Medicinrådet assessment identified","Not assessed in Denmark","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed","N/A","Not specified / unclear","Administrative/procedural","N/A","N/A","N/A","No Medicinrådet/Amgros decision document found for Strensiq; per project convention, absence of a document on the official Danish website is treated as not formally evaluated.","Checked medicinraadet.dk indirectly via web search 2026-06-22; no published recommendation located.","Primary xlsx database",59,FALSE,FALSE,,,,"Enzyme replacement therapy",1,,,2015-08-28,,"missing"
"Strensiq","Asfotase alfa","Hypophosphatasia (HPP)","Alexion Pharma Nordics AB","Alexion (AstraZeneca Rare Disease)","Enzyme replacement therapy","Musculoskeletal/Metabolic","Ultra-severe (immediately life-threatening)","Norway","Managed introduction / price negotiation","Hurtig metodevurdering (Statens legemiddelverk) + Beslutningsforum","Not recommended / Under renegotiation","Negative","Not Applicable","Price/Cost-effectiveness",2021,"2021-09-27","Best supportive care / no active treatment","Best supportive care / symptomatic management","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not disclosed; Beslutningsforum cited price as too high relative to documented benefit","Cost-effectiveness given list price; long-term outcomes evidence base","N/A (not introduced at this decision point)","Beslutningsforum decided 27.09.2021 not to introduce Strensiq; Sykehusinnkjøp instructed to resume price negotiations. Later Beslutningsforum agendas (2022-2024) reference the case again, but no confirmed positive decision was found in the available documents or via web search as of 2026-06-22.","Verified via nyemetoder.no metode page and web search 2026-06-22.","Primary xlsx database",59,FALSE,TRUE,,,,"Enzyme replacement therapy",1,,2021-09-27,2015-08-28,6.08350444900753,"ok"
"Myalepta","Metreleptin","Lipodystrophy (generalized and partial)","Chiesi Pharma AB","Chiesi Group","Recombinant protein (leptin analog)","Endocrinology/Metabolic",,"Sweden","Other / unclassified process","TLV beslut (begränsad subvention)","Reimbursed with restriction","Restricted Positive","Restricted","N/A",2026,"2026-02-19","Other / mixed comparator","Standard metabolic/dietary management","Not specified / unclear","Comparator/positioning issue","Not disclosed; rarity-adjusted higher WTP threshold cited in TLV underlag","Limited comparative clinical evidence for partial-lipodystrophy subgroup; rarity index applied","Subventioneras endast för patienter med generaliserad lipodystrofi (GL); partial lipodystrophy (PL) subgroup application was rejected in the same decision","TLV diarienummer 1403/2025. Subvention effective 1 March 2026, GL only. PL subgroup explicitly declined.","Verified against TLV beslut bes260224_myalepta_1403-2025.pdf and TLV press release 2026-02-24; cross-checked via tlv.se 2026-06-22.","Primary xlsx database",60,TRUE,TRUE,,,"not disclosed - TLV beslut dnr 1403/2025 (2026-02-19) applies a rarity-index-adjusted WTP threshold for the GL-only restricted population","Recombinant protein",1,,2026-02-19,2018-07-30,7.55920602327173,"ok"
"Myalepta","Metreleptin","Lipodystrophy (generalized and partial)","Chiesi Pharma AB","Chiesi Group","Recombinant protein (leptin analog)","Endocrinology/Metabolic",,"Denmark","Full / standard HTA","No Medicinrådet assessment identified","Not assessed in Denmark","Not Evaluated","Not Applicable","N/A",,,"Not applicable / Not assessed","N/A","Not specified / unclear","Administrative/procedural","N/A","N/A","N/A","No Medicinrådet/Amgros decision document found for Myalepta; treated as not formally evaluated per project convention.","Checked medicinraadet.dk indirectly via web search 2026-06-22; no published recommendation located.","Primary xlsx database",60,FALSE,FALSE,,,,"Recombinant protein",1,,,2018-07-30,,"missing"
"Myalepta","Metreleptin","Lipodystrophy (generalized and partial)","Chiesi Pharma AB","Chiesi Group","Recombinant protein (leptin analog)","Endocrinology/Metabolic",,"Norway","Managed introduction / price negotiation","Hurtig metodevurdering (ID2020_039) + Beslutningsforum","Not recommended / Under renegotiation","Negative","Not Applicable","Price/Cost-effectiveness",2022,"2022-05-23","Other / mixed comparator","Standard dietary/metabolic management","Not specified / unclear","Administrative/procedural + Price / cost-effectiveness","Not disclosed; Amryt's October 2022 revised offer still judged insufficient","Cost-effectiveness at offered price; very small patient population (4 paediatric GL patients identified by Norwegian clinical experts)","N/A (not introduced at this decision point); GL-only subgroup resubmitted separately, decision originally scheduled 23.01.2023","Beslutningsforum decided 23.05.2022 not to introduce Myalepta; Sykehusinnkjøp asked to continue negotiating. A narrower GL-only proposal was submitted to Nye Metoder 16.12.2022 with a vote originally scheduled 23.01.2023. No confirmed outcome of that vote was found in the available documents or via web search as of 2026-06-22 — treat as unresolved/pending.","Verified via nyemetoder.no prisnotat/beslutningsforum sakspapirer and web search 2026-06-22.","Primary xlsx database",60,FALSE,TRUE,,,,"Recombinant protein",1,,2022-05-23,2018-07-30,3.81382614647502,"ok"
"Luxturna","Voretigene neparvovec","Inherited retinal dystrophy due to biallelic RPE65 mutations","Novartis Europharm Limited","Novartis","Gene therapy (in vivo AAV)","Ophthalmology (genetic retinal disease)",,"Sweden","Other / unclassified process","TLV hälsoekonomisk bedömning / underlag (no final subvention decision identified)","Pending / Under evaluation","Ongoing/Pending","Not Applicable","N/A",,,"Best supportive care / no active treatment","Best supportive care / no active treatment","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty","Not disclosed in available underlag","Durability of treatment effect; very small patient population","N/A","TLV underlag exist from 2019 (bes190506) and 2021 (bed210521) but no confirmed final subvention decision was found in the available documents or via web search as of 2026-06-22.","Checked tlv.se decisions search 2026-06-22; no published final beslut located for Luxturna.","Primary xlsx database",61,FALSE,TRUE,,,"no Sweden ICER - no confirmed final TLV subvention decision identified (underlag only, 2019/2021)","Gene therapy",1,,,2018-11-22,,"missing"
"Luxturna","Voretigene neparvovec","Inherited retinal dystrophy due to biallelic RPE65 mutations","Novartis Europharm Limited","Novartis","Gene therapy (in vivo AAV)","Ophthalmology (genetic retinal disease)",,"Denmark","Full / standard HTA","Medicinrådet assessment (possible standard treatment)","Initially rejected, later reimbursed","Positive","Broad","N/A",2020,"2020-04-23","Other / mixed comparator","No active treatment (natural history / progressive blindness)","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty + Price / cost-effectiveness","Not disclosed (confidential price agreement)","Long-term durability of visual benefit; small patient population","Followed by treatment guideline; instalment-based/risk-sharing payment model; recommendation reaffirmed 18.06.2025 after review of new follow-up data","Medicinrådet initially did not recommend Luxturna (25.09.2019) citing unreasonably high price; recommended as possible standard treatment from 23.04.2020 after a new price agreement; recommendation maintained 18.06.2025 after reviewing additional outcomes data from patients treated since 2020.","Verified via medicinraadet.dk news pages (2019 rejection, 2020 recommendation, 2025 reaffirmation) and project source documents, cross-checked 2026-06-22.","Primary xlsx database",61,TRUE,TRUE,,,,"Gene therapy",1,,2020-04-23,2018-11-22,1.41820670773443,"ok"
"Luxturna","Voretigene neparvovec","Inherited retinal dystrophy due to biallelic RPE65 mutations","Novartis Europharm Limited","Novartis","Gene therapy (in vivo AAV)","Ophthalmology (genetic retinal disease)",,"Norway","Managed introduction / price negotiation","Metodevurdering (Statens legemiddelverk, 2019) + Beslutningsforum + 2025 continuation review","Introduced with conditions","Restricted Positive","Restricted","N/A",2021,"2021-04-26","Other / mixed comparator","No active treatment (natural history / progressive blindness)","Real-world / registry / natural history","Clinical evidence uncertainty + Price / cost-effectiveness","Not disclosed; price negotiated via Sykehusinnkjøp (prisnotat 06.02.2020 and later prisnotater)","Long-term durability of effect; very high one-time treatment cost","Conditional approval; all treated patients followed in a quality registry; planned reassessment after up to 4 years, delivered as sak 098-2025 (16.06.2025) confirming continuation","Price negotiations concluded Feb 2020; Beslutningsforum approved introduction 26.04.2021 (sak 047-2021) for biallelic RPE65-related retinal dystrophy, conditional on registry follow-up. Continuation confirmed by Beslutningsforum 16.06.2025 (sak 098-2025) after reviewing real-world outcomes from patients treated since 2020.","Verified via nyemetoder.no metode page and the uploaded Beslutningsforum sakspapirer for 16.06.2025; cross-checked via web search 2026-06-22.","Primary xlsx database",61,TRUE,TRUE,,,,"Gene therapy",1,,2021-04-26,2018-11-22,2.42573579739904,"ok"
